battery_id,cycle_number,capacity,soh,avg_voltage,max_voltage,min_voltage,avg_current,max_current,avg_temperature,max_temperature,avg_charge_voltage,max_charge_voltage,avg_charge_current,max_charge_current,charge_duration,discharge_duration,Re,Rct,avg_battery_impedance,avg_rectified_impedance
B0047,11,1.3885156686114437,69.42578343057218,3.441830864370845,4.197306543877358,2.4919375577484737,-0.9527836491780216,-0.0002584377680427,8.23497518866995,11.557441727679937,4.198462571285532,4.214631128590447,0.4733439927815017,1.494979279435882,10806.079,5327.406,0.06241051517902,0.2143932331877175,0.2258665204170046,0.0935336565385655
B0047,12,1.3652234669528964,68.26117334764483,3.434468178084288,4.19770091242359,2.4683068422721184,-0.949814677088373,-0.0008146601542771,8.269239827690175,11.667407771157473,4.201236264948579,4.214615829876236,0.4666393276247713,1.4934694530460455,10803.641,5299.266,0.0580894405960351,0.1866897040933544,0.2283549970080691,0.0949639086397025
B0047,13,1.4060442272970963,70.30221136485481,3.430115214310407,4.1533796403143945,2.479195639185483,-0.962374774611937,0.0028748902917332,8.236583239584068,11.311016339650983,4.200947231159852,4.214562251074727,0.4879871428002954,1.494794799850116,10805.125,5367.172,0.065454460462172,0.2214535005516927,0.2322483998783087,0.0981519547502948
B0047,14,1.405754161352578,70.2877080676289,3.442078085056046,4.1809212253928045,2.4933737831605582,-0.9528782892582864,-0.0005800539086706,8.16126508624072,11.175603921563273,4.197851110146361,4.214638123389504,0.4803492490133361,1.4954784447798533,10806.202999999994,5406.812,0.0588935611351396,0.2028386183123608,0.2315076018814688,0.0979077449381135
B0047,15,1.3867662881727878,69.33831440863939,3.442467881226828,4.198049966629152,2.491571322470993,-0.9497638833815832,-0.0003116546335126,8.25301239256121,11.15023736338702,4.198680988504506,4.214584490663374,0.4725750834617734,1.4942448128969463,10807.016,5353.094,0.0674369984544658,0.2318214627184461,0.2390942712425822,0.1022837345381895
B0047,16,1.3705053061420225,68.52526530710112,3.4338551425476287,4.19764856730434,2.471859124111365,-0.9517106306260904,0.0017552546473027,8.291638340695691,11.81131136026599,4.199128153383965,4.214632298643419,0.4680286080585239,1.4934490222119414,10803.453,5280.031,0.0606574704180075,0.2139967817848608,0.2362481468529377,0.1020479099198058
B0047,17,1.34974311148236,67.48715557411799,3.432751730603936,4.1969633661005,2.488914813470205,-0.9434304652541514,-0.0004111896147658,8.318107121376224,11.699803023226297,4.199490357046566,4.214638081383685,0.4605810915035159,1.4941953973715036,10807.812,5248.593,0.0701001536900913,0.2298779700752319,0.2446208600739032,0.1056577279722306
B0047,18,1.3251533367939785,66.25766683969893,3.427385554126148,4.196227134476293,2.472852533936716,-0.9400482502771172,0.000409703822772,8.303021352537922,11.234017863419322,4.204909593983731,4.214698361019494,0.4535761631204663,1.4936935061835013,10805.016,5203.375,0.0655071824171395,0.2035516081169149,0.2408902505798599,0.105394684538164
B0047,19,1.3111943869635805,65.55971934817903,3.4184685184601045,4.176260352394772,2.4822189935935484,-0.9371553622323052,0.0020782269682447,8.32601397527908,11.729632241368254,4.200687492197155,4.214551167502196,0.4526769344869139,1.4930387621896184,10805.781000000004,5166.812,0.0654750455838239,0.2369289548699854,0.2355903718436401,0.0989269329408939
B0047,21,1.3394234405932892,66.97117202966446,3.4156755122328164,4.199835388165491,2.481264290061195,-0.9234823229846594,0.0006870764093463,8.388106987601862,12.186162994585318,4.201675684962224,4.2146089830476,0.4448613754713746,1.493224506718615,10808.813,5340.281,0.0670982447403723,0.2303958167446359,0.2378448459269015,0.1019295103756305
B0047,22,1.2849157142560723,64.24578571280361,3.4189443106786306,4.195847527614419,2.487540187711501,-0.930472095057463,0.0002855601188947,8.304841644444155,11.147409475641334,4.201116653934024,4.2145701138882,0.4412040962296821,1.4921146576500417,10804.828,5103.0,0.0658333505063299,0.2204415510699875,0.24290845025762,0.106592221932377
B0047,23,1.281719159327807,64.08595796639035,3.414783557486352,4.195387366763826,2.4907582384317,-0.9322821459755778,0.0006728455289218,8.319029412369582,11.681014963080823,4.205978517025572,4.214594542819639,0.434990885455992,1.4924555898866,10808.359,5051.172,0.0698210369377856,0.2478717650746093,0.2471421330727734,0.1073047554951439
B0047,24,1.2600051642942829,63.000258214714144,3.409591730169167,4.174064296873529,2.493163832069928,-0.9267897523084676,-0.0001800606767888,8.401755924951388,11.29683746494969,4.202742782656665,4.214642305113975,0.4349089878885845,1.4929349540993282,10808.75,5027.563,0.0687878090911825,0.2136033662022438,0.2461558853809649,0.1093969552836851
B0047,25,1.266070385993126,63.30351929965629,3.407645240350967,4.194958886516552,2.479240941037315,-0.9316504925123936,0.0003758094009547,8.395347720509116,11.88239860330653,4.201912739780461,4.214654888738114,0.4329879804698601,1.4932260701942035,10808.5,4993.765,0.0711735801764843,0.236859829667432,0.2465725144243926,0.1084357357192233
B0047,26,1.2413590294280803,62.067951471404015,3.407201115194828,4.194794488425212,2.4915265338912347,-0.9255669375549472,0.0004578109728141,8.419292173692186,11.79170575767619,4.202580692565229,4.214572969040827,0.4269148375399342,1.4931244953928722,10808.781,4962.469,0.067042457422244,0.2239461958000678,0.2464679327227704,0.10969601157814
B0047,27,1.2298873703485311,61.49436851742656,3.402851724115477,4.194210512385239,2.495727313119633,-0.9273633082574366,0.0023220081628674,8.293327119939335,11.72661603963688,4.203217812606892,4.214585091371196,0.4228666013470354,1.492534241760627,10804.703,4907.859,0.0702326096411188,0.2432324327186061,0.2492871116249718,0.108766763818898
B0047,28,1.228088614506696,61.404430725334805,3.398740761774466,4.19378669081209,2.497974212051376,-0.9267828902753352,-2.2621404575421425e-05,8.49190236531868,12.464631760563272,4.206994473886876,4.214660561700371,0.4184424376066384,1.4929560482485842,10804.766,4888.656,0.067687003462409,0.2222905077928191,0.2473853184910992,0.1103594893820917
B0047,29,1.2139857189070042,60.69928594535021,3.3945066004903923,4.1718864589662426,2.495109477398993,-0.9236824517720292,0.0014853973830615,8.437149776270967,11.863547747838409,4.204168206769557,4.214661334272259,0.4202240581724371,1.4931912990243612,10802.641000000003,4866.25,0.0716197799879309,0.2340372441129465,0.2445466407993416,0.1057704899182051
B0047,30,1.2173435064564189,60.86717532282094,3.39192930556013,4.19388971043665,2.4851956352139384,-0.9289085100178416,0.0007789005366947,8.429621946088576,12.460832791038596,4.204667229142807,4.21457263692493,0.4175325417433043,1.4931655490200435,10802.015,4836.125,0.0706810853533824,0.1952852162273827,0.2451690993378706,0.1081723543247312
B0047,31,1.2073445944515917,60.36722972257959,3.39128980672992,4.193873318394839,2.4873308484835266,-0.9282275865985664,0.0029531309094374,8.46306110156025,12.213639136225725,4.204367360369479,4.214786310438303,0.4144175704363852,1.4929111274416715,10808.25,4801.485,0.0750956100467301,0.2385800609634128,0.2523805534191112,0.1110297180369749
B0047,32,1.18804049227045,59.4020246135225,3.3932667889977304,4.193344395761288,2.488620645344286,-0.9244391789678552,-0.0005256589834506,8.459204966688853,11.534784991217848,4.204504370872263,4.214644221641322,0.409594488647335,1.4947935702588684,10803.187,4760.938,0.0721616439691655,0.2134680518392546,0.2498293618967541,0.1118278727202773
B0047,33,1.186304749886542,59.3152374943271,3.3838600818009588,4.19356398488292,2.476969143594387,-0.9270544586298616,0.003935485078097,8.493224799915222,12.42977502748968,4.207446252928076,4.214680953713717,0.4053218282497912,1.4932912716505855,10804.329,4740.907,0.0744699239483102,0.2288137104158401,0.2500686837034585,0.1087982092517603
B0047,34,1.2613935471028506,63.06967735514253,3.3866520851320576,4.142510591712848,2.4790054948940434,-0.9460868598841972,0.0013319223708717,8.466232868159803,12.428323073625249,4.206037628675572,4.214604710716007,0.4392978619049421,1.494191444296097,10802.156,4914.532,0.0720657836981216,0.216996572598658,0.2502911581305707,0.1122382068520575
B0047,35,1.2648246158850651,63.241230794253255,3.402095154295076,4.174381011699289,2.479600589435018,-0.935687160235108,-0.0002233441842078,8.553128334903379,12.48741336421358,4.203138999754099,4.214658771411199,0.4356585917615764,1.4934328599672748,10804.672000000006,4998.656,0.0758815557984306,0.2171697337937444,0.2542949608366032,0.1142587226770762
B0047,36,1.24664945489822,62.332472744911,3.404625504614091,4.194961577545829,2.46837363838224,-0.9401469539731848,0.0012695281459834,8.342818484380935,11.343734065329729,4.203170749305455,4.21461278171805,0.4218901947759101,1.49372787952396,10806.687,4890.015,0.07280052727114,0.2167410015359882,0.2518870697071394,0.1133355789936055
B0047,37,1.2333924152795082,61.66962076397541,3.397737843324032,4.194728577808066,2.497016493627855,-0.9395699773936356,-0.0009374158672241,8.481468325698998,12.641653349352346,4.203630851563333,4.214576206595941,0.4234660835614204,1.4952289009920054,10804.187,4842.11,0.072277377144606,0.237074828149039,0.246842581165967,0.1067537964104882
B0047,38,1.2129250072037692,60.64625036018846,3.39454078926717,4.194123941573546,2.4751740867556524,-0.9358360923749524,0.0003264313426998,8.425193812256257,11.969937687736325,4.203986330280333,4.214859623273995,0.4170090691373015,1.4935720170515892,10804.703,4798.281,0.0727832837778209,0.2152059866676978,0.2504223722761221,0.1122161235044024
B0047,39,1.1999106597943647,59.99553298971824,3.397135252361952,4.194413177433493,2.499811739255094,-0.9347239037948782,0.0005256253294342,8.471726206300676,11.438399477589398,4.207435158926691,4.214633379872605,0.4095500330776799,1.4930145065478972,10805.594,4739.188,0.0743636023926656,0.2340863184447017,0.2517829873357192,0.1097849771378467
B0047,40,1.1902559038393383,59.51279519196692,3.384557786350807,4.172002506353698,2.494550023378076,-0.9317054169779714,0.0001590290103144,8.510483818712029,12.144441411939049,4.204698328773422,4.21457958129837,0.4117439928891505,1.4932056889974332,10803.797000000006,4733.156,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,41,1.1892563795455853,59.46281897727926,3.38207924956575,4.194068049662567,2.477337702429082,-0.9431234654151266,0.0011454341439629,8.530222967717657,12.67224284322037,4.204367303680974,4.214579040839543,0.4087170072204891,1.493185884957485,10806.938,4670.61,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,42,1.167069685125939,58.35348425629695,3.3808097620789024,4.193464344236471,2.478325379623597,-0.936452141533906,-0.0007026344439326,8.420605358837513,11.984785271459067,4.204275467629636,4.2145673887334905,0.4036908682874204,1.4927987429110907,10805.984,4635.0,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,43,1.1615348403090369,58.07674201545184,3.382026759648077,4.192797311893991,2.494831087986124,-0.9330135422416266,-0.0002550438571568,8.51215713252602,12.101959002780742,4.204794193389337,4.214590125883356,0.4003799802682961,1.4934453960443153,10804.937,4615.86,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,44,1.1555563844349988,57.77781922174994,3.376424700878435,4.193468094113346,2.495678140540268,-0.9354455085688508,-0.0005101948291866,8.54602737861718,12.396974763839234,4.207763160123214,4.214581891414263,0.3957217678777699,1.494160174123226,10804.922,4580.75,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,45,1.1488524666097713,57.442623330488566,3.3729563491800936,4.16991637056524,2.4729308126474736,-0.9350017140200774,9.016949599716491e-05,8.4485741292899,11.455115215105929,4.204663022683801,4.2145517633940734,0.3944938251009059,1.492740043550444,10808.079,4557.406,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,46,1.143572986788779,57.17864933943895,3.378642488252421,4.192396921446495,2.494578415325497,-0.9345624675488318,-0.0006963540586541,8.334392904335672,11.39345446641458,4.204118743898251,4.214703303442004,0.3938139126759178,1.4925936525840984,10808.421,4524.032000000007,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,47,1.1418015379428537,57.09007689714268,3.370172138170829,4.192623205881946,2.492546798627854,-0.940582322918386,-0.0005629866234787,8.548983420432004,12.6352725981059,4.20472704038015,4.214617223521037,0.3939139927877681,1.4932728716525796,10809.953,4502.938,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,48,1.136058647502255,56.802932375112746,3.367920943746027,4.1933895299679325,2.4752083843332136,-0.940166082376245,-0.0001304300695554,8.545644001542279,12.45444631401429,4.204572560055919,4.214638232108705,0.3911627063711972,1.4928102335643578,10803.234,4483.094,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,49,1.1236364680969286,56.18182340484643,3.373113378745868,4.192510832064287,2.4974098896142385,-0.9385550163357156,0.0011662045367734,8.530684068571667,12.18400994607025,4.20767761396186,4.214580384882155,0.3844244564720974,1.492177456697388,10806.329,4448.36,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,50,1.1320498900328944,56.60249450164472,3.357068473489348,4.1689267149519535,2.470530852621601,-0.9458548848985764,0.0009573267451609,8.5880890540764,12.849012968534735,4.204815660377147,4.214635203526074,0.3926419117293033,1.4929415217399675,10804.89,4440.531,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,51,1.117010176215815,55.85050881079076,3.369151689786176,4.191753022543457,2.4800604125308974,-0.9389122330771016,0.0006540065615606,8.520717953543993,11.44307926801482,4.205053049520213,4.2147703930516265,0.3862489147687038,1.4934206861450228,10807.342999999992,4416.547,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,52,1.120043039721982,56.0021519860991,3.3578225461504885,4.192116566565046,2.482310382215253,-0.948386177478966,-1.817718980463965e-05,8.509426489984776,12.895633770945397,4.205041577039904,4.2146098534342125,0.3863055296713044,1.4927411692876775,10809.625,4382.937,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,53,1.1059773445917065,55.298867229585326,3.3676285575809373,4.192241727517348,2.499914991218416,-0.9414049088928776,0.0001232987348393,8.454153696786289,11.573902587010837,4.20561473310598,4.214577439418869,0.3815626368082574,1.4933994104329364,10804.875,4347.453,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,55,1.1907902374762016,59.53951187381008,3.372493003925355,4.151696493245396,2.47468810834507,-0.9331169601303768,-0.0003665730682483,8.476574571858773,11.984288635557064,4.207338855887127,4.214660533286898,0.4108151593496313,1.4952694870421182,10810.016,4746.5,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,56,1.2012387088454022,60.06193544227011,3.382136756328252,4.173641970261601,2.4936019875098454,-0.9478477265636572,0.0003730164611296,8.567006275916873,12.836265571184011,4.203981854664121,4.214635838086644,0.4120912013715052,1.4935247581929223,10803.282000000008,4679.156,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,57,1.1906909549024802,59.53454774512401,3.383822718764627,4.194390827243979,2.4794043785439617,-0.956443523785203,0.0001344520751564,8.607327084258758,12.655987301395294,4.203712316563817,4.214689689274064,0.4076340489564568,1.4939858978569642,10808.906,4596.578,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,58,1.1764375730308343,58.82187865154172,3.3860339727551585,4.194161811786053,2.495823360233662,-0.9528668500629852,0.0018437228242266,8.707959029152644,12.20963360823446,4.203623701422697,4.214550873908813,0.4032484609460148,1.4929531997324303,10809.375,4544.641,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,59,1.1628110372792353,58.14055186396176,3.384139592385293,4.194190653204952,2.4834980820953168,-0.9523529313575728,-0.0004384389125333,9.003534328496398,12.780134013784457,4.203644585648088,4.214584176739055,0.401385119281649,1.4942202985915465,10803.938,4526.938,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,60,1.1516152840582583,57.58076420291292,3.3827771801616184,4.194292935889806,2.4920392941768497,-0.9518066439769568,-0.0004484848166033,9.02852617906244,12.658108002877777,4.207715020355373,4.214609316114728,0.3942386493471108,1.493090546000969,10802.313,4487.438,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,61,1.1583673498348623,57.91836749174312,3.364536091766799,4.146356741131726,2.488243242390158,-0.9517057744990748,0.00052949767458,9.027729535660669,13.24936801902594,4.207768529758282,4.214666761282902,0.4014493829496118,1.492669439116307,10807.516,4513.312,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,62,1.1692285288386206,58.46142644193103,3.378760315037,4.172368631167838,2.498187334581169,-0.9457722537487264,0.0003941574290999,9.071608131387514,13.102537521023756,4.204115626382852,4.214550944946678,0.4025764996873849,1.4930772391697833,10804.64,4568.438,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,63,1.1588148476218465,57.94074238109233,3.38042492580436,4.193697451503613,2.4982213366801296,-0.9517682668620396,7.08459253948992e-05,9.050284055951,13.019156020970016,4.203607285270917,4.21458337069979,0.3977050242777862,1.4930628052046957,10807.093999999996,4499.656,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,64,1.1439588147705455,57.19794073852727,3.3757552328187086,4.193432136090228,2.4715997205282143,-0.9577750037054298,0.000615167333268,8.986064263951343,12.612257184300963,4.203686496982892,4.214661268684299,0.3947859467039345,1.493950771844595,10803.235,4430.984,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,65,1.1383941068159398,56.91970534079699,3.3744651760728988,4.193707973256604,2.4972991957929973,-0.9541869981546398,-0.0003321210116835,9.036875447987502,12.968805846071126,4.204300191671364,4.214632459730522,0.3911574810921054,1.494215410478124,10805.453,4411.141,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,67,1.2213102850395667,61.065514251978335,3.3850807989789566,4.166980224197571,2.475863858583421,-0.9269695970852068,-3.813511310859022e-06,9.095394308322597,13.123905320087225,4.207273394827042,4.214598784429671,0.4111298417467497,1.493162582616388,10806.641,4883.312,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,68,1.2031062978889062,60.15531489444531,3.390089045063424,4.175112042490111,2.482088014003299,-0.9526683776410486,-0.0001390443080429,9.009063913586548,13.179418154583676,4.2030107758477655,4.214587782485934,0.4122473683405306,1.4927082209317446,10807.969,4663.907,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,69,1.1897147112197684,59.48573556098842,3.3919885847747,4.195168632438667,2.484545959502679,-0.9591403423116251,-0.0005129100273384,8.958051495293551,12.742282067813369,4.203057607303927,4.214698461019103,0.4069659179853777,1.4926131817388986,10809.593999999996,4581.328,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,70,1.177422568842014,58.8711284421007,3.3862399608298266,4.19482784099826,2.481724014979985,-0.9554277687381624,0.0004742870029912,8.972563208541265,13.23162562344335,4.203420431681314,4.21468398562654,0.4036938719445324,1.494649072374686,10804.109,4553.031,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,71,1.158443027293818,57.9221513646909,3.383817098626054,4.194470276921028,2.475682459777723,-0.9577201485364992,-0.0003259377086496,9.037146843138396,12.857920538298638,4.203391763081669,4.214562059464413,0.3993841793905051,1.4949581001858023,10810.344,4486.5,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0047,72,1.1567087516841796,57.83543758420898,3.381884669655044,4.194180006661532,2.4992087242533025,-0.957312378021018,-0.000238815255792,9.009035929017504,12.67528068575023,4.208013207373918,4.214567975051148,0.3927737393118241,1.4930133834721564,10808.891,4450.625,0.0730046997209305,0.2217136663529148,0.2526047672740268,0.1141670925916969
B0045,1,1.0819793880779518,54.09896940389759,3.3507147228969534,4.203467627142882,1.990881848788414,-0.6795680439600006,0.0041584406200841,9.485217152757082,15.71039018923076,4.203886571543985,4.212505544111033,0.3607589775023895,1.5140751339173384,10803.313,6436.141,0.0726283309114013,0.2456528800380537,0.2693257998850042,0.1104270452345082
B0045,2,0.927952404748273,46.39762023741365,3.343710562419324,4.16699885717682,1.987597263698,-0.6847946624076122,0.0026935510429979,9.412485833762908,16.327881769438125,4.203853461446381,4.214912115100189,0.3532467906287699,1.5120238715770886,10802.077999999994,5650.265,0.065086717668146,0.2144103420624745,0.263834559344228,0.1091390441012192
B0045,3,0.885193608411576,44.2596804205788,3.357113032625278,4.187894400053388,1.9885380767186824,-0.6646163130202214,0.0040609236498241,9.14441346005273,16.190453016227536,4.204144484538879,4.215772211395993,0.342066098023357,1.5127067481021716,10807.688,5590.907,0.0715678008449157,0.2291740966485048,0.2697239002253903,0.1113549185397075
B0045,4,0.8581010699478283,42.90505349739141,3.358646172572514,4.188401226248918,1.969241613952096,-0.6509315601298676,0.0020631851299733,9.074180330499932,16.44564599364816,4.204158715791404,4.216186982840325,0.3336097296659753,1.513315879830602,10805.687,5543.61,0.0649676213639743,0.2113722499969527,0.2632289519893632,0.1089447549655274
B0045,5,0.8409352213456689,42.04676106728344,3.366064388524052,4.188303916193977,1.9830542841988097,-0.6402275004489041,0.0026205512748727,9.063698357219923,16.652821920677077,4.204205107065187,4.216835157279528,0.3261757852113673,1.5131036691999489,10804.078,5499.046,0.070859051106216,0.225367827470576,0.2706832626861304,0.1110606974543994
B0045,6,0.8245471942901911,41.227359714509554,3.367910347978234,4.18828020412361,1.980464521626357,-0.6317025380405665,0.0017744562260127,9.076577071060372,16.626045153527933,4.204292333148597,4.216709191560564,0.3190875946299155,1.5133725328641991,10804.969,5461.219,0.065834534585151,0.2248199871981467,0.2684790415042957,0.1116587462035157
B0045,7,0.7935960418803983,39.67980209401992,3.357745333360116,4.115223647482973,1.9822192378370669,-0.6176226155232352,0.0028605305220047,9.265023738219778,16.231693733501764,4.204313058005607,4.217632030421649,0.3199897708601251,1.5130311299415478,10808.375,5451.281,0.0727161166535298,0.2372893249261043,0.2779967810352467,0.1147876491138826
B0045,8,0.8183676087159205,40.91838043579602,3.3696607473704705,4.166319111887713,1.9987122390470569,-0.627554191403777,0.001683594803478,9.339350112299789,16.185673883928935,4.204112073296201,4.2159992807751845,0.3178938295339547,1.5134536808203187,10804.25,5468.062,0.0663305435341286,0.226688422968848,0.2687557881535463,0.1129697628288523
B0045,9,0.7977644276409412,39.88822138204706,3.374731201552044,4.188858082816243,1.97927314966301,-0.6227956362441027,0.0038249849844233,9.308634523153344,16.52621032903044,4.204328546969723,4.217820005542926,0.3121391345272162,1.5134086648411913,10802.406000000004,5411.297,0.0737939171143506,0.234028051491713,0.2736970551626218,0.1128245005142553
B0045,10,0.7993777411831636,39.968887059158185,3.381799182114607,4.189052979187811,1.9640518711887227,-0.6164358149352739,0.0024832460313617,9.254145206672922,15.196414604557985,4.2042144341789855,4.217270197581081,0.3078803257234121,1.5132076812753137,10803.203,5369.703,0.0662571640532643,0.20403871987566,0.2645232038084749,0.1089884123680401
B0045,11,0.7783107440628891,38.91553720314446,3.385176591409285,4.189280705297697,1.9965583229383288,-0.6124951744838439,0.0032898503551375,9.291749311540086,16.354435553014117,4.204420736986507,4.218979748286235,0.303054953091774,1.5136313762663711,10806.079,5327.406,0.0740708544033771,0.2471243345321351,0.2816369772659682,0.1166211857672056
B0045,12,0.7803738231239117,39.01869115619559,3.3813096388474886,4.189527524041756,1.9676140964966768,-0.6120748119063896,0.00312380804938,9.310447961834724,15.57016420519042,4.2045206858764,4.219637943167753,0.2987452624278736,1.5117690493719422,10803.641,5299.266,0.0677762743960447,0.2253467282921095,0.2728703497350161,0.1138061563755381
B0045,13,0.7713058245640294,38.565291228201474,3.3490369985986668,4.097057578524458,1.98770164017674,-0.6158982943710155,0.002588393021855,9.29775486780575,16.481904111846188,4.204285856372997,4.218222306090944,0.3195841528990369,1.5127255416268222,10805.125,5367.172,0.0755358545326525,0.2269630254879895,0.2784793293440671,0.1168477010456669
B0045,14,0.795279016979026,39.7639508489513,3.3694542187312684,4.166427487441078,1.99572402940065,-0.625377064856349,0.0021632241350814,9.245632947295451,16.686364651804713,4.204215776991832,4.218112683702072,0.3114820140909194,1.513824002804658,10806.202999999994,5406.812,0.0698056336440426,0.2313917989646665,0.2768610401723825,0.1158589000899033
B0045,15,0.7824128169919247,39.12064084959624,3.3771129586319466,4.189116912804917,1.9723902186884,-0.6180221346577055,0.0022168278687869,9.21860683892004,16.527315358470222,4.204272305765484,4.218880565433784,0.3048904649738467,1.5127884726588108,10807.016,5353.094,0.0752406384854862,0.236067929047247,0.2815019723532209,0.1164016787557649
