battery_id,cycle_number,ambient_temperature,capacity,soh
B0045,2,4,0.927952404748273,46.39762023741365
B0045,3,4,0.885193608411576,44.2596804205788
B0045,4,4,0.8581010699478283,42.905053497391414
B0045,5,4,0.8409352213456689,42.04676106728344
B0045,6,4,0.8245471942901911,41.227359714509554
B0045,7,4,0.7935960418803983,39.67980209401992
B0045,8,4,0.8183676087159205,40.918380435796024
B0045,9,4,0.7977644276409412,39.888221382047064
B0045,10,4,0.7993777411831636,39.968887059158185
B0045,11,4,0.7783107440628891,38.91553720314446
B0045,12,4,0.7803738231239117,39.01869115619559
B0045,13,4,0.7713058245640294,38.565291228201474
B0045,14,4,0.795279016979026,39.7639508489513
B0045,15,4,0.7824128169919247,39.120640849596235
B0045,16,4,0.7649414992231182,38.24707496115591
B0045,17,4,0.7544899426779375,37.724497133896875
B0045,18,4,0.7504048978314295,37.52024489157147
B0045,19,4,0.7407258109620256,37.03629054810128
B0045,20,4,0.0,0.0
B0045,21,4,0.7308525593793626,36.54262796896813
B0045,22,4,0.7287255851177903,36.43627925588952
B0045,23,4,0.7161023377036263,35.80511688518131
B0045,24,4,0.7129204834988017,35.64602417494008
B0045,25,4,0.7141991829499618,35.70995914749809
B0045,26,4,0.7190570819844222,35.95285409922111
B0045,27,4,0.7173975428775917,35.869877143879584
B0045,28,4,0.7071027496463946,35.35513748231973
B0045,29,4,0.703531206505542,35.1765603252771
B0045,30,4,0.6941108278958862,34.70554139479431
B0045,31,4,0.6914114388869608,34.57057194434804
B0045,32,4,0.6971551798505504,34.85775899252752
B0045,33,4,0.6832460217432723,34.16230108716361
B0045,34,4,0.6822029317493292,34.11014658746646
B0045,35,4,0.7289529213213379,36.447646066066895
B0045,36,4,0.7139321758287004,35.69660879143502
B0045,37,4,0.6957731747455482,34.78865873727741
B0045,38,4,0.7018312962317095,35.09156481158547
B0045,39,4,0.6911808244378487,34.559041221892436
B0045,40,4,0.6843279752855028,34.21639876427514
B0045,41,4,0.6741394908812485,33.706974544062426
B0045,42,4,0.6670070174301739,33.350350871508695
B0045,43,4,0.6804085117374855,34.020425586874275
B0045,44,4,0.6617864063235485,33.08932031617742
B0045,45,4,0.6623168733492338,33.11584366746169
B0045,46,4,0.6679358357181778,33.39679178590889
B0045,47,4,0.6488990885270688,32.44495442635344
B0045,48,4,0.6503639129625527,32.51819564812764
B0045,49,4,0.6572077690202801,32.860388451014
B0045,50,4,0.6363517458476216,31.817587292381077
B0045,51,4,0.6536449360948587,32.68224680474294
B0045,52,4,0.6391428272150887,31.957141360754438
B0045,53,4,0.6482206049496236,32.41103024748118
B0045,54,4,0.6287957471922729,31.439787359613646
B0045,55,4,0.6380571850193401,31.902859250967
B0045,56,4,0.6554825047832906,32.77412523916453
B0045,57,4,0.6484934835397033,32.424674176985164
B0045,58,4,0.6454071687844921,32.27035843922461
B0045,59,4,0.6427008031845645,32.135040159228225
B0045,60,4,0.6352454880802477,31.762274404012388
B0045,61,4,0.6156760019587869,30.783800097939345
B0045,62,4,0.6170833682807023,30.854168414035115
B0045,63,4,0.6434227390858672,32.17113695429336
B0045,64,4,0.6278124433742752,31.39062216871376
B0045,65,4,0.6290078315253372,31.450391576266863
B0045,66,4,0.0,0.0
B0045,67,4,0.6266355568292261,31.331777841461307
B0045,68,4,0.6495813516716594,32.479067583582975
B0045,69,4,0.6337485177966306,31.687425889831527
B0045,70,4,0.6298550929085645,31.49275464542822
B0045,71,4,0.6183063778386736,30.91531889193368
B0045,72,4,0.6069476168507777,30.347380842538886
B0048,1,4,1.6579955793677608,82.89977896838803
B0048,2,4,1.5076933476098775,75.38466738049388
B0048,3,4,1.4989223343608031,74.94611671804016
B0048,4,4,1.4782919502497789,73.91459751248894
B0048,5,4,1.461856891390611,73.09284456953054
B0048,6,4,1.4509592706473475,72.54796353236738
B0048,7,4,1.451746997147108,72.5873498573554
B0048,8,4,1.444392866287476,72.2196433143738
B0048,9,4,1.432738323965376,71.63691619826879
B0048,10,4,1.417241201438662,70.8620600719331
B0048,11,4,1.4057559944573452,70.28779972286726
B0048,12,4,1.3902706269897065,69.51353134948532
B0048,13,4,1.4196659307880326,70.98329653940164
B0048,14,4,1.4190563985232272,70.95281992616135
B0048,15,4,1.404272356704056,70.2136178352028
B0048,16,4,1.3916140490958342,69.5807024547917
B0048,17,4,1.3749618350294734,68.74809175147367
B0048,18,4,1.3545155713071164,67.72577856535582
B0048,19,4,1.3440223073315984,67.20111536657993
B0048,20,4,0.0,0.0
B0048,21,4,1.372384475860572,68.61922379302861
B0048,22,4,1.318410575267441,65.92052876337206
B0048,23,4,1.3112727599578604,65.56363799789303
B0048,24,4,1.2970172419001187,64.85086209500594
B0048,25,4,1.2995219526631718,64.97609763315859
B0048,26,4,1.2826154066729571,64.13077033364786
B0048,27,4,1.2752890152407,63.764450762035
B0048,28,4,1.2735572473264072,63.67786236632036
B0048,29,4,1.2594114333938535,62.970571669692674
B0048,30,4,1.2631632585495876,63.15816292747938
B0048,31,4,1.2491717310136363,62.458586550681815
B0048,32,4,1.233984347835307,61.69921739176535
B0048,33,4,1.240031992028868,62.0015996014434
B0048,34,4,1.30370857198071,65.1854285990355
B0048,35,4,1.315055963470538,65.75279817352691
B0048,36,4,1.2888738300982074,64.44369150491038
B0048,37,4,1.2877137595885193,64.38568797942597
B0048,38,4,1.2673379985315465,63.366899926577325
B0048,39,4,1.250594345697306,62.529717284865306
B0048,40,4,1.2487131179395878,62.43565589697939
B0048,41,4,1.248002326082933,62.40011630414665
B0048,42,4,1.2300895244599586,61.50447622299793
B0048,43,4,1.2244197121500937,61.22098560750469
B0048,44,4,1.2186682845116386,60.93341422558193
B0048,45,4,1.2037865236033616,60.18932618016808
B0048,46,4,1.1947642300832226,59.73821150416113
B0048,47,4,1.2052091893871495,60.26045946935747
B0048,48,4,1.1955746593628465,59.77873296814232
B0048,49,4,1.1888497102149884,59.44248551074942
B0048,50,4,1.1915605250807406,59.57802625403703
B0048,51,4,1.1726587153109655,58.632935765548275
B0048,52,4,1.1841133872494156,59.20566936247078
B0048,53,4,1.1576825122317769,57.88412561158884
B0048,54,4,0.0,0.0
B0048,55,4,1.259355851168598,62.967792558429906
B0048,56,4,1.265883375278026,63.294168763901304
B0048,57,4,1.247259867318412,62.3629933659206
B0048,58,4,1.232808747256218,61.64043736281089
B0048,59,4,1.2319592783041904,61.59796391520952
B0048,60,4,1.220785786262778,61.0392893131389
B0048,61,4,1.2275441303266783,61.377206516333914
B0048,62,4,1.2386788414290355,61.933942071451774
B0048,63,4,1.2283577755407058,61.41788877703529
B0048,64,4,1.2095481507570451,60.47740753785226
B0048,65,4,1.2082142070681048,60.410710353405236
B0048,66,4,0.0,0.0
B0048,67,4,1.2998734542832149,64.99367271416074
B0048,68,4,1.2691220651743778,63.45610325871889
B0048,69,4,1.2555144634690785,62.775723173453926
B0048,70,4,1.2519876926897655,62.599384634488274
B0048,71,4,1.2374982003019996,61.874910015099985
B0048,72,4,1.2231273969878986,61.156369849394935
B0046,1,4,1.7282392323598248,86.41196161799124
B0046,2,4,1.5161488467923143,75.80744233961572
B0046,3,4,1.503121190703977,75.15605953519885
B0046,4,4,1.48586566102824,74.29328305141199
B0046,5,4,1.4694562316392716,73.47281158196358
B0046,6,4,1.458955459264481,72.94777296322404
B0046,7,4,1.4556853555098297,72.78426777549149
B0046,8,4,1.456232262380321,72.81161311901604
B0046,9,4,1.4440592236675138,72.20296118337569
B0046,10,4,1.428294264765868,71.4147132382934
B0046,11,4,1.4199848948034668,70.99924474017334
B0046,12,4,1.4043226018516568,70.21613009258284
B0046,13,4,1.4234351301615986,71.17175650807994
B0046,14,4,1.4339948857967295,71.69974428983647
B0046,15,4,1.4185177047756572,70.92588523878285
B0046,16,4,1.4056313337829422,70.28156668914711
B0046,17,4,1.3890214025155618,69.45107012577809
B0046,18,4,1.3723339082737365,68.61669541368683
B0046,19,4,1.3615778905990563,68.07889452995282
B0046,20,4,0.0,0.0
B0046,21,4,1.4100282016237429,70.50141008118715
B0046,22,4,1.3395671374926488,66.97835687463244
B0046,23,4,1.3291515487117478,66.4575774355874
B0046,24,4,1.3181687033905718,65.90843516952859
B0046,25,4,1.312423708466101,65.62118542330505
B0046,26,4,1.2993237532162487,64.96618766081244
B0046,27,4,1.2877483042174591,64.38741521087296
B0046,28,4,1.2865282739749122,64.32641369874561
B0046,29,4,1.2719636386987183,63.598181934935916
B0046,30,4,1.2714495345417192,63.572476727085956
B0046,31,4,1.2615423884659074,63.07711942329537
B0046,32,4,1.2421201619204132,62.10600809602066
B0046,33,4,1.2402537441669796,62.01268720834898
B0046,34,4,1.2851130012242886,64.25565006121442
B0046,35,4,1.3043327841699193,65.21663920849596
B0046,36,4,1.2778639041619957,63.89319520809978
B0046,37,4,1.272346459165154,63.6173229582577
B0046,38,4,1.2477883952768762,62.38941976384381
B0046,39,4,1.2352499196655526,61.76249598327763
B0046,40,4,1.229251291851949,61.462564592597445
B0046,41,4,1.223890910501634,61.1945455250817
B0046,42,4,1.205423323571373,60.27116617856865
B0046,43,4,1.1957824090008151,59.789120450040755
B0046,44,4,1.190072949669846,59.503647483492294
B0046,45,4,1.179201763233652,58.9600881616826
B0046,46,4,1.169504032514554,58.4752016257277
B0046,47,4,1.16772376849918,58.386188424958995
B0046,48,4,1.1579256145829042,57.89628072914521
B0046,49,4,1.1499812813376982,57.499064066884905
B0046,50,4,1.150285902223034,57.514295111151704
B0046,51,4,1.1349452274085248,56.74726137042624
B0046,52,4,1.1380960963513609,56.90480481756804
B0046,53,4,1.123711172150547,56.185558607527355
B0046,54,4,0.0,0.0
B0046,55,4,1.214119211354098,60.7059605677049
B0046,56,4,1.211944797522819,60.597239876140954
B0046,57,4,1.1971248679331925,59.85624339665962
B0046,58,4,1.1822892151870987,59.114460759354934
B0046,59,4,1.1645336676778395,58.226683383891974
B0046,60,4,1.1535559567518647,57.67779783759324
B0046,61,4,1.1601987101282063,58.009935506410315
B0046,62,4,1.1711716308206082,58.55858154103041
B0046,63,4,1.1563410270783216,57.817051353916085
B0046,64,4,1.141082456193516,57.0541228096758
B0046,65,4,1.1352383596118123,56.76191798059062
B0046,66,4,0.0,0.0
B0046,67,4,1.2530847858282803,62.654239291414015
B0046,68,4,1.2050453590356518,60.25226795178259
B0046,69,4,1.19119860196273,59.559930098136505
B0046,70,4,1.17463817374538,58.731908687269
B0046,71,4,1.1555432048235512,57.77716024117756
B0046,72,4,1.1538041170229467,57.69020585114733
B0043,1,22,1.713782642126885,85.68913210634425
B0043,2,22,1.6955681658647108,84.77840829323554
B0043,3,22,1.6814906372051954,84.07453186025977
B0043,4,22,1.6786372409532953,83.93186204766477
B0043,5,22,1.6694168550864992,83.47084275432496
B0043,6,22,0.0,0.0
B0043,7,22,1.6611938521224778,83.05969260612389
B0043,8,22,1.6506423382064332,82.53211691032166
B0043,9,22,1.6424273190907783,82.12136595453892
B0043,10,22,1.6353664801041328,81.76832400520664
B0043,11,22,1.633232875930849,81.66164379654245
B0043,12,22,1.6258840554387932,81.29420277193967
B0043,13,22,1.617976174654771,80.89880873273854
B0043,14,22,1.6136652707273988,80.68326353636994
B0043,15,22,1.605821026619692,80.2910513309846
B0043,16,22,1.6033527961961531,80.16763980980765
B0043,17,22,1.5951342406182645,79.75671203091322
B0043,18,22,1.5878135544728509,79.39067772364254
B0043,19,22,1.5800601969084245,79.00300984542122
B0043,20,22,1.575565087879128,78.7782543939564
B0043,21,22,1.5950169012164208,79.75084506082104
B0043,22,22,1.5898075522577595,79.49037761288797
B0043,23,22,1.5807953202097411,79.03976601048706
B0043,24,22,1.5704333289187615,78.52166644593808
B0043,25,22,1.5643368431897875,78.21684215948937
B0043,26,22,1.558307017802491,77.91535089012454
B0043,27,22,1.5537149289772467,77.68574644886233
B0043,28,22,1.549528250585513,77.47641252927565
B0043,29,22,1.5424430535161062,77.12215267580531
B0043,30,22,1.54256227031715,77.12811351585749
B0043,31,22,1.5309356452520158,76.54678226260079
B0043,32,22,1.5247733176952427,76.23866588476214
B0043,33,22,1.5196742408779502,75.98371204389751
B0043,34,22,1.5123696925788683,75.61848462894342
B0043,35,22,1.499914486202397,74.99572431011985
B0043,36,22,1.492410627118825,74.62053135594125
B0043,37,22,1.492624987952706,74.6312493976353
B0043,38,22,1.4924024018806028,74.62012009403014
B0043,39,22,1.4853020201751674,74.26510100875838
B0043,40,22,1.477208127101587,73.86040635507936
B0043,41,22,1.4694738525181406,73.47369262590703
B0043,42,4,0.0570343910426537,2.851719552132685
B0043,43,4,0.0571536334895882,2.85768167447941
B0043,44,4,0.0572936600593766,2.86468300296883
B0043,45,4,0.0574420318527805,2.8721015926390248
B0043,46,4,0.0671306210772112,3.35653105386056
B0043,47,4,0.0671478192023473,3.3573909601173653
B0043,48,4,0.0673200121169029,3.3660006058451453
B0043,49,4,0.0678403805161331,3.392019025806655
B0043,50,4,0.0679960492721063,3.399802463605315
B0043,51,4,0.0682801114788655,3.4140055739432746
B0043,52,4,0.0684463294312597,3.4223164715629846
B0043,53,4,0.0685136191478808,3.4256809573940403
B0043,54,4,0.0688740243561668,3.4437012178083397
B0043,55,4,0.0565443893216957,2.827219466084785
B0043,56,4,0.0691835316418984,3.45917658209492
B0043,57,4,0.0591220864554366,2.95610432277183
B0043,58,4,0.0695612008414022,3.47806004207011
B0043,59,4,0.0701789780437661,3.508948902188305
B0043,60,4,0.0702814818386252,3.5140740919312603
B0043,61,4,0.0578736420287837,2.893682101439185
B0043,62,4,0.0705661855429337,3.5283092771466853
B0043,63,4,0.057989410208958,2.8994705104479
B0043,64,4,0.0712926644680078,3.5646332234003903
B0043,65,4,0.0714654655766428,3.57327327883214
B0043,66,4,0.0716254973792324,3.5812748689616205
B0043,67,4,0.0719259635627201,3.596298178136005
B0043,68,4,0.0588400951113647,2.942004755568235
B0043,69,4,0.0721385348010396,3.60692674005198
B0043,70,4,0.0723183571187791,3.615917855938955
B0043,71,4,0.0593817062666809,2.969085313334045
B0043,72,4,0.0729448848562527,3.6472442428126346
B0043,73,4,0.0730691773407958,3.65345886703979
B0043,74,4,0.0731705412812827,3.6585270640641347
B0043,75,4,0.0734743029330489,3.6737151466524445
B0043,76,4,0.0601069759183187,3.005348795915935
B0043,77,4,0.0738316250995573,3.6915812549778653
B0043,78,4,0.0604952153074282,3.02476076537141
B0043,79,4,0.0606040102376181,3.030200511880905
B0043,80,4,0.0607343843223521,3.036719216117605
B0043,81,4,0.0609965304823779,3.049826524118895
B0043,82,4,0.0611304592598731,3.0565229629936552
B0043,83,4,0.0612912441098759,3.064562205493795
B0043,84,4,0.0613032906580409,3.065164532902045
B0043,85,4,0.0611516615740909,3.0575830787045453
B0043,86,4,0.0614053871920573,3.070269359602865
B0043,87,4,0.0617578076594285,3.087890382971425
B0043,88,4,1.5250840516518187,76.25420258259093
B0043,89,4,1.552568811301301,77.62844056506505
B0043,90,4,1.5427752626774387,77.13876313387193
B0043,91,4,1.533193283126468,76.6596641563234
B0043,92,4,1.515272194917202,75.76360974586011
B0043,93,4,1.5074989761997712,75.37494880998857
B0043,94,4,1.4896288908647644,74.48144454323821
B0043,95,4,1.4780778852088083,73.90389426044041
B0043,96,4,1.4700035345334466,73.50017672667232
B0043,97,4,1.4565623180137075,72.82811590068538
B0043,98,4,1.445976962830235,72.29884814151175
B0043,99,4,1.4325855992469252,71.62927996234626
B0043,100,4,1.4197344854662963,70.98672427331482
B0043,101,4,1.401262575071573,70.06312875357865
B0043,102,4,1.3862945308535968,69.31472654267984
B0043,103,4,1.384130256052478,69.2065128026239
B0043,104,4,1.3651743201871416,68.25871600935707
B0043,105,4,1.361508332192898,68.0754166096449
B0043,106,4,1.351001663879717,67.55008319398586
B0043,107,4,1.3282588067265129,66.41294033632565
B0043,108,4,1.3257206687421472,66.28603343710736
B0043,109,4,1.314290971597844,65.7145485798922
B0043,110,4,1.300326009481109,65.01630047405546
B0043,111,4,1.2881071401556836,64.40535700778418
B0043,112,4,1.2767801501201566,63.839007506007825
B0032,1,43,1.704864107351214,85.2432053675607
B0032,2,43,1.8940319526948568,94.70159763474284
B0032,3,43,1.8747686491853093,93.73843245926547
B0032,4,43,1.8654947184112376,93.27473592056188
B0032,5,43,1.8527398169018068,92.63699084509034
B0032,6,43,1.844174397003866,92.2087198501933
B0032,7,43,1.8430238477512757,92.15119238756378
B0032,8,43,1.8302818174911863,91.51409087455932
B0032,9,43,1.8173838456081812,90.86919228040907
B0032,10,43,1.805799298110468,90.2899649055234
B0032,11,43,1.8149829605049184,90.74914802524592
B0032,12,43,1.7995150369321795,89.97575184660897
B0032,13,43,1.7866516942518147,89.33258471259073
B0032,14,43,1.7735550719416031,88.67775359708016
B0032,15,43,1.769995333364443,88.49976666822215
B0032,16,43,1.799526080374287,89.97630401871434
B0032,17,43,1.7968530684449833,89.84265342224916
B0032,18,43,1.7838265504081745,89.19132752040872
B0032,19,43,1.7696444491040102,88.48222245520051
B0032,20,43,1.7512940457049684,87.56470228524842
B0032,21,43,1.7697554297961993,88.48777148980996
B0032,22,43,1.7547726933914918,87.7386346695746
B0032,23,43,1.7389166355812984,86.94583177906492
B0032,24,43,1.7337200518764075,86.68600259382038
B0032,25,43,1.7150972597500092,85.75486298750046
B0032,26,43,1.7462926148815636,87.31463074407819
B0032,27,43,1.719149261914565,85.95746309572824
B0032,28,43,1.711582246191498,85.5791123095749
B0032,29,43,1.69510511952259,84.75525597612949
B0032,30,43,1.7005124371100973,85.02562185550487
B0032,31,43,1.7080989351250158,85.4049467562508
B0032,32,43,1.691435430587127,84.57177152935635
B0032,33,43,1.6844494328889932,84.22247164444966
B0032,34,43,1.664037581688075,83.20187908440376
B0032,35,43,1.6686372014231974,83.43186007115987
B0032,36,43,1.6899344075625968,84.49672037812984
B0032,37,43,1.669431712846442,83.4715856423221
B0032,38,43,1.6634226761839213,83.17113380919606
B0032,39,43,1.643615219594737,82.18076097973686
B0032,40,43,1.6358000873538243,81.79000436769121
B0039,1,24,0.1190383185934176,5.9519159296708795
B0039,2,24,0.4729861500927512,23.64930750463756
B0039,3,24,0.1628079382920206,8.140396914601029
B0039,4,24,0.4787632853388766,23.93816426694383
B0039,5,24,0.4711383364607152,23.55691682303576
B0039,6,24,0.4668172561120673,23.340862805603365
B0039,7,24,0.4699932676625547,23.499663383127736
B0039,8,24,0.4627052684317185,23.135263421585925
B0039,9,24,0.4604944782656097,23.024723913280486
B0039,10,24,0.4412227248835694,22.06113624417847
B0039,11,24,0.4435442194396584,22.17721097198292
B0039,12,24,0.4126655541164234,20.633277705821172
B0039,13,44,1.7461791006389626,87.30895503194813
B0039,14,44,1.7695250734505363,88.47625367252682
B0039,15,44,1.7715391419501945,88.57695709750972
B0039,16,44,1.770625483958279,88.53127419791394
B0039,17,44,1.7704040639447296,88.52020319723648
B0039,18,44,1.769508178880176,88.4754089440088
B0039,19,44,1.7638356274269416,88.19178137134708
B0039,20,44,1.7715725869786123,88.57862934893062
B0039,21,44,1.7701196454489685,88.50598227244842
B0039,22,44,1.766756975286052,88.33784876430259
B0039,23,44,1.7648743629092642,88.24371814546322
B0039,24,44,1.763838685943225,88.19193429716124
B0039,25,44,1.7657225752056789,88.28612876028394
B0039,26,44,1.7645632809383045,88.22816404691523
B0039,27,44,1.7608991948479125,88.04495974239562
B0039,28,44,1.7598362095817717,87.99181047908858
B0039,29,44,1.7590955400143164,87.95477700071582
B0039,30,44,1.7560495443976525,87.80247721988262
B0039,31,44,1.7571677199949287,87.85838599974643
B0039,32,44,1.7558911269459976,87.79455634729987
B0039,33,44,1.7533419072229914,87.66709536114958
B0039,34,44,1.7506673845335168,87.53336922667584
B0039,35,44,1.7510006664162403,87.55003332081202
B0039,36,44,1.7496058853847871,87.48029426923935
B0039,37,44,1.7477359172183355,87.38679586091678
B0039,38,44,1.7444225468099093,87.22112734049546
B0039,39,44,1.743308366083936,87.16541830419679
B0039,40,44,1.6556691733888471,82.78345866944235
B0039,41,44,1.64297669457593,82.1488347287965
B0039,42,44,1.6343822729361266,81.71911364680633
B0039,43,44,1.62650670621656,81.325335310828
B0039,44,44,1.618865991735961,80.94329958679805
B0039,45,44,1.6114968339209264,80.57484169604632
B0039,46,44,1.3240805773461226,66.20402886730614
B0039,47,44,1.3153386221697692,65.76693110848846
B0040,1,24,0.6734628137095633,33.67314068547817
B0040,2,24,0.7913062105760345,39.565310528801724
B0040,3,24,0.7865824034601745,39.329120173008725
B0040,4,24,0.7795871426061582,38.97935713030791
B0040,5,24,0.7628241523125163,38.14120761562582
B0040,6,24,0.7405021514606399,37.025107573031995
B0040,7,24,0.7783970881100656,38.91985440550328
B0040,8,24,0.7733165409025605,38.665827045128026
B0040,9,24,0.7589575236409498,37.947876182047494
B0040,10,24,0.7407399462256391,37.03699731128196
B0040,11,24,0.7446218752617147,37.23109376308574
B0040,12,24,0.7149875629820736,35.74937814910368
B0040,13,44,1.7075144448533202,85.375722242666
B0040,14,44,1.730880859428193,86.54404297140965
B0040,15,44,1.7328212845233328,86.64106422616665
B0040,16,44,1.7317734323431513,86.58867161715756
B0040,17,44,1.7341296392350067,86.70648196175034
B0040,18,44,1.7334756929990074,86.67378464995036
B0040,19,44,1.7243057179457877,86.21528589728939
B0040,20,44,1.7318975861687205,86.59487930843602
B0040,21,44,1.7333691208377455,86.66845604188728
B0040,22,44,1.732175650153278,86.60878250766389
B0040,23,44,1.7334832776102866,86.67416388051433
B0040,24,44,1.732372495746513,86.61862478732564
B0040,25,44,1.7338175297202416,86.69087648601209
B0040,26,44,1.7329630786357868,86.64815393178934
B0040,27,44,1.731883908457334,86.5941954228667
B0040,28,44,1.7306960059812662,86.5348002990633
B0040,29,44,1.7296011601947467,86.48005800973733
B0040,30,44,1.7296187381064656,86.48093690532328
B0040,31,44,1.7307198617163877,86.53599308581938
B0040,32,44,1.729274556175907,86.46372780879535
B0040,33,44,1.7297962212599596,86.48981106299797
B0040,34,44,1.7268942069037494,86.34471034518747
B0040,35,44,1.7272191689306016,86.36095844653008
B0040,36,44,1.7285674981160106,86.42837490580052
B0040,37,44,1.726636381605547,86.33181908027736
B0040,38,44,1.7262424141835069,86.31212070917535
B0040,39,44,1.72527259276029,86.2636296380145
B0040,40,44,1.666802687745505,83.34013438727526
B0040,41,44,1.666754853762041,83.33774268810204
B0040,42,44,1.6583274448761054,82.91637224380527
B0040,43,44,1.65032263550715,82.51613177535751
B0040,44,44,1.6493406341242296,82.46703170621149
B0040,45,44,1.641919055037739,82.09595275188694
B0040,46,44,0.425812451177779,21.29062255888895
B0040,47,44,0.5569902643736575,27.849513218682876
B0029,1,43,1.697507332205763,84.87536661028815
B0029,2,43,1.844701206961174,92.2350603480587
B0029,3,43,1.8254376674722927,91.27188337361464
B0029,4,43,1.815750429913437,90.78752149567185
B0029,5,43,1.8132993337127028,90.66496668563514
B0029,6,43,1.8151647619660576,90.75823809830288
B0029,7,43,1.8143317955190057,90.71658977595028
B0029,8,43,1.801343601809866,90.06718009049331
B0029,9,43,1.7881558802945825,89.40779401472912
B0029,10,43,1.7760714604539518,88.80357302269759
B0029,11,43,1.7852807447597443,89.26403723798721
B0029,12,43,1.7698116401111978,88.49058200555989
B0029,13,43,1.7565231680521758,87.82615840260878
B0029,14,43,1.7543413277348154,87.71706638674077
B0029,15,43,1.7392875506998715,86.96437753499357
B0029,16,43,1.7797845109331345,88.98922554665673
B0029,17,43,1.7657088508465202,88.28544254232601
B0029,18,43,1.7523941408724169,87.61970704362085
B0029,19,43,1.7380191225603103,86.90095612801552
B0029,20,43,1.7312214443143976,86.56107221571988
B0029,21,43,1.7379128985265808,86.89564492632904
B0029,22,43,1.7224270683625882,86.12135341812942
B0029,23,43,1.7184213765608034,85.92106882804018
B0029,24,43,1.7010220930648232,85.05110465324115
B0029,25,43,1.693698739563104,84.6849369781552
B0029,26,43,1.713072721286705,85.65363606433525
B0029,27,43,1.6976972688567131,84.88486344283565
B0029,28,43,1.6899314034061208,84.49657017030604
B0029,29,43,1.685023551367069,84.25117756835346
B0029,30,43,1.678389965463405,83.91949827317025
B0029,31,43,1.6737947494868326,83.68973747434163
B0029,32,43,1.6687898927884717,83.43949463942359
